x1,x2,actual,prediction
-0.290888,-0.369014,0,0
-0.472353,0.0382094,0,0
-0.477905,-0.00249164,0,0
-0.481758,0.0128042,0,0
-0.320588,0.365191,0,0
-0.452059,0.188952,0,0
-0.47935,0.119314,0,0
-0.396195,0.301704,0,0
-0.257513,0.430928,0,0
-0.492793,0.114957,0,0
-0.403593,0.311855,0,0
-0.449281,0.249802,0,0
-0.308279,0.416369,0,0
-0.4717,0.223776,0,0
-0.427582,0.306527,0,0
-0.431031,0.30861,0,0
-0.167575,0.507169,0,0
-0.384985,0.376024,0,0
-0.534787,-0.08916,0,0
-0.359172,0.411477,0,0
-0.315639,0.450658,0,0
-0.490528,0.257951,0,0
-0.164847,0.533338,0,0
-0.0253326,0.561678,0,0
-0.381396,0.418561,0,0
-0.280447,0.496558,0,0
-0.352489,0.453397,0,0
-0.502262,0.286669,0,0
-0.241446,0.529916,0,0
0.287096,0.51125,0,0
-0.379847,0.451933,0,0
-0.128955,0.58022,0,0
-0.143472,0.580939,0,0
0.304503,0.519784,0,0
0.26154,0.547128,0,0
-0.229922,0.565487,0,0
0.13752,0.598871,0,0
-0.0529503,0.616203,0,0
0.0989259,0.614579,0,0
-0.06853,0.622747,0,0
0.349976,0.524476,0,0
0.450976,0.446384,0,0
-0.152208,0.620149,0,0
0.214317,0.605776,0,0
-0.14614,0.629855,0,0
0.414778,0.501241,0,0
0.0971607,0.647368,0,0
-0.0821737,0.653488,0,0
0.00207772,0.662647,0,0
0.462994,0.479668,0,0
-0.454354,0.493333,0,1
0.517943,0.432381,0,0
0.502216,0.456545,0,0
-0.0111326,0.68264,0,0
0.514299,0.455102,0,0
0.0454204,0.689268,0,0
0.337297,0.607412,0,0
0.26861,0.645107,0,0
0.163626,0.683498,0,0
0.597345,0.377867,0,0
0.0882335,0.705346,0,0
0.659724,-0.275298,0,0
0.689478,0.203476,0,0
0.61245,0.384028,0,0
0.655123,0.314975,0,0
0.319246,0.657519,0,0
0.731868,-0.0671293,0,0
0.738669,0.0205947,0,0
0.722889,-0.171577,0,0
0.56983,0.482995,0,0
0.722926,0.203433,0,0
0.730262,0.191762,0,0
0.722758,0.231854,0,0
0.678209,0.349687,0,0
0.429825,0.63533,0,0
0.725784,0.260402,0,0
0.761048,-0.146922,0,0
0.769392,-0.122713,0,0
0.697168,0.356726,0,0
0.781524,0.0939346,0,0
0.748652,-0.255854,0,0
0.749323,0.266135,0,0
0.691023,0.4015,0,0
0.803158,0.00935605,0,0
0.806124,-0.0422199,0,0
0.786615,-0.198381,0,0
0.812439,-0.0677801,0,0
0.781223,-0.24679,0,0
0.592493,-0.571632,0,0
0.761234,-0.32398,0,0
0.492967,-0.669392,0,0
0.192455,-0.812869,0,0
0.65792,-0.521213,0,0
0.76954,-0.345091,0,0
0.665615,-0.524429,0,0
0.834962,-0.166522,0,0
-0.152205,-0.841772,0,0
-0.113028,-0.851973,0,0
0.482048,-0.716367,0,0
0.0123696,-0.867382,0,0
0.483827,-0.724844,0,0
0.582353,-0.653734,0,0
0.15448,-0.865845,0,0
0.78183,0.41155,0,0
0.563922,-0.685374,0,0
-0.349561,-0.820181,0,0
-0.155281,-0.882018,0,0
-0.0207946,-0.899358,0,0
0.144987,-0.891907,0,0
-0.245307,-0.873852,0,0
-0.0186611,-0.911456,0,0
0.0443457,-0.914588,0,0
-0.108833,-0.913216,0,0
-0.370066,-0.846323,0,0
0.113126,-0.920788,0,0
0.491996,-0.791236,0,0
-0.300118,-0.886309,0,0
0.454606,-0.822484,0,0
-0.467931,-0.819605,0,0
-0.0263095,-0.947426,0,0
0.232407,-0.922997,0,0
-0.112068,-0.949231,0,0
-0.478559,-0.83203,0,0
0.184511,-0.94603,0,0
-0.134935,-0.958419,0,0
-0.635328,-0.735475,0,0
-0.395138,-0.892331,0,0
-0.321335,-0.925736,0,0
-0.443598,-0.878266,0,0
-0.809643,-0.566151,0,0
-0.424538,-0.896531,0,0
-0.284668,-0.954436,0,0
-0.845213,-0.53443,0,0
-0,-0,1,0
-0.00395711,0.000685606,1,1
-0.00643649,-0.00480486,1,1
-0.00100185,-0.0120065,1,0
-0.00790661,-0.0139838,1,1
-0.0199174,0.0025531,1,1
-0.0216004,-0.0106797,1,1
-0.0264921,-0.00940632,1,1
-0.0215354,-0.0238425,1,1
-0.0237128,-0.0272788,1,1
-0.0401242,0.0017114,1,1
-0.00264688,-0.0440973,1,0
-0.016488,-0.0452845,1,1
-0.0459361,-0.0248121,1,1
-0.047298,-0.0303996,1,1
-0.0466255,-0.0381449,1,1
-0.0642109,-0.00243456,1,1
-0.0608286,-0.0310015,1,1
-0.067399,-0.0261362,1,1
-0.0724899,0.0238266,1,1
-0.0791294,0.0137855,1,1
-0.0461481,-0.0705914,1,1
-0.0876612,0.0110378,1,1
-0.088637,-0.0259923,1,1
-0.0959408,-0.0092487,1,1
-0.0992076,-0.0154383,1,1
-0.102113,0.0218185,1,1
-0.0810985,-0.0719785,1,1
-0.109068,-0.0273708,1,1
-0.0934043,0.0695696,1,1
-0.113759,0.0396823,1,1
-0.0951148,0.0803301,1,1
-0.124317,0.0325751,1,1
-0.132266,0.00835563,1,1
-0.129439,0.0434774,1,1
0.00260607,0.140538,1,1
-0.129503,0.0642798,1,1
-0.147867,0.0146891,1,1
-0.152097,0.0125125,1,1
-0.116004,0.105237,1,1
-0.153094,0.0486637,1,1
-0.157323,0.0485997,1,1
-0.16866,-0.0021897,1,1
-0.00411115,0.172642,1,1
-0.142864,0.103995,1,1
-0.0649408,0.168652,1,1
-0.021307,0.183506,1,1
-0.187069,-0.0251733,1,1
-0.186189,0.0499438,1,1
-0.0673996,0.184885,1,1
-0.165666,0.113476,1,1
-0.177655,0.10193,1,1
-0.0966441,0.185127,1,1
0.1466,0.154319,1,1
0.132971,0.171319,1,1
-0.160934,0.151294,1,1
-0.0992538,0.201813,1,1
-0.103477,0.204193,1,1
-0.0984895,0.211085,1,1
-0.00851771,0.236795,1,1
-0.0832938,0.22611,1,1
-0.0285552,0.24331,1,1
-0.203733,0.14315,1,1
-0.10547,0.229981,1,1
-0.0437494,0.253277,1,1
0.0887612,0.24549,1,1
-0.0792865,0.252924,1,1
0.11449,0.243504,1,1
0.0248005,0.271964,1,1
-0.0263349,0.275854,1,1
0.133771,0.247258,1,1
-0.0695958,0.276517,1,1
0.0949353,0.273128,1,1
0.132207,0.261671,1,1
0.191183,0.227531,1,1
0.252733,0.163862,1,1
0.078166,0.295042,1,1
0.0959452,0.293976,1,1
0.0671338,0.305975,1,1
0.0144025,0.316942,1,1
0.12463,0.296127,1,1
0.236663,0.223185,1,1
0.236919,0.228734,1,1
0.298259,0.148837,1,1
0.288878,0.174224,1,1
-0.110254,0.32307,1,1
0.158719,0.306752,1,1
0.136478,0.32164,1,1
0.0533872,0.349358,1,1
0.276935,0.225971,1,1
0.361057,0.0167657,1,1
0.33271,0.151217,1,1
0.236143,0.284166,1,1
0.361105,0.0953983,1,1
0.346546,0.149731,1,1
0.376357,0.0625905,1,1
0.379509,-0.0679407,1,1
0.389486,-0.00748498,1,1
0.370114,-0.133853,1,1
0.385445,0.0975201,1,1
0.394817,0.0735351,1,1
0.291245,-0.282323,1,1
0.39838,0.0953797,1,1
0.30069,0.28407,1,1
0.41694,0.0246926,1,1
0.327068,-0.266169,1,1
0.410805,-0.111635,1,1
0.175763,-0.39213,1,1
0.318311,-0.294625,1,1
0.373917,-0.227623,1,1
0.404705,0.177121,1,1
0.281376,-0.34576,1,1
0.409564,-0.185947,1,1
0.320282,-0.321508,1,1
0.302656,-0.343524,1,1
0.329703,-0.323417,1,1
0.440841,0.150626,1,1
0.0735753,-0.464083,1,1
0.443122,-0.167987,1,1
0.448211,-0.165852,1,1
0.48154,-0.0193348,1,1
0.364144,-0.321777,1,1
0.445086,-0.204838,1,1
0.193341,-0.454567,1,1
0.154263,-0.473497,1,1
0.285778,-0.412726,1,1
0.458362,-0.214395,1,1
0.361881,-0.35942,1,1
0.512373,-0.0415696,1,1
-0.131528,-0.501098,1,1
-0.16989,-0.493674,1,1
0.0758434,-0.520609,1,1
0.183178,-0.497467,1,1
0.275822,-0.45741,1,1
-0.241274,-0.481035,1,1
0.385638,-0.38109,1,1
-0.271883,-0.473706,1,1
0.352313,-0.422607,1,1
0.343827,-0.434672,1,1
0.310273,-0.464063,1,1
0.0273128,-0.561585,1,1
-0.271597,-0.496882,1,1
0.173824,-0.543144,1,1
0.172717,-0.54771,1,1
-0.326232,-0.477513,1,1
-0.00303688,-0.582321,1,1
0.249778,-0.530483,1,1
-0.0763229,-0.585407,1,1
0.49213,-0.333306,1,1
0.126784,-0.584808,1,1
-0.253052,-0.546683,1,1
-0.0601763,-0.603433,1,1
0.0672133,-0.60673,1,1
-0.361308,-0.497006,1,1
-0.618312,0.0141663,1,1
-0.426235,-0.453671,1,1
-0.572196,-0.25515,1,1
-0.43371,-0.457662,1,1
-0.283449,-0.567711,1,1
-0.282145,-0.57284,1,1
0.129231,-0.629441,1,1
-0.142887,-0.630601,1,1
-0.604723,-0.239988,1,1
-0.231216,-0.612425,1,1
-0.655713,-0.0619686,1,1
-0.628142,-0.211052,1,1
-0.621369,-0.241546,1,1
-0.18786,-0.643835,1,1
-0.560547,-0.375507,1,1
-0.641947,-0.220358,1,1
-0.678444,0.076386,1,1
-0.686746,0.00111541,1,1
-0.66899,-0.172063,1,1
-0.394353,-0.572017,1,1
-0.671414,-0.193696,1,1
-0.693484,-0.11412,1,1
-0.620612,0.338298,1,1
-0.480794,0.523579,1,1
-0.693871,-0.171951,1,1
-0.714537,-0.0788616,1,1
-0.676116,0.255811,1,1
-0.724289,-0.061651,1,1
-0.572821,0.454011,1,1
-0.734909,0.00676288,1,1
-0.676801,0.296642,1,1
-0.503428,0.546414,1,1
-0.730394,-0.156574,1,1
-0.735801,-0.150347,1,1
-0.740522,0.147251,1,1
-0.53628,0.537159,1,1
-0.692839,0.319723,1,1
-0.546858,0.537904,1,1
-0.768326,0.0651582,1,1
-0.704282,0.323678,1,1
-0.0412216,0.778025,1,1
-0.728014,-0.288605,1,1
-0.712794,0.333958,1,1
-0.749084,0.254587,1,1
-0.770728,0.19568,1,1
-0.315395,0.734331,1,1
-0.776987,0.203572,1,1
-0.467064,0.658384,1,1
-0.479111,0.654653,1,1
-0.805887,-0.123272,1,1
-0.572526,0.586029,1,1
-0.315161,0.760582,1,1
-0.0490981,0.825851,1,1
0.106715,0.824447,1,1
-0.723637,0.417307,1,1
-0.0204191,0.839109,1,1
-0.0239891,0.843032,1,1
0.161909,0.831778,1,1
-0.453296,0.720704,1,1
-0.800221,0.302313,1,1
-0.40972,0.755488,1,1
-0.265915,0.821488,1,1
-0.0318316,0.866886,1,1
-0.570825,0.658519,1,1
-0.136068,0.864864,1,1
-0.141759,0.868019,1,1
-0.644233,0.604646,1,1
-0.622977,0.632175,1,1
-0.776395,0.438293,1,1
-0.323666,0.83505,1,1
-0.37238,0.818908,1,1
0.543758,0.721697,1,1
0.419887,0.804666,1,1
-0.0748488,0.908569,1,1
0.516777,0.755896,1,1
0.793479,0.464974,1,1
-0.371815,0.845556,1,1
0.197254,0.906498,1,1
0.602129,0.711025,1,1
-0.317145,0.88036,1,1
0.627932,0.699177,1,1
0.93265,0.144483,1,1
0.908597,0.269739,1,1
0.740833,0.597581,1,1
0.46306,0.836166,1,1
0.668361,0.688902,1,1
-0.0356422,0.963196,1,1
0.706167,0.661893,1,1
0.863479,0.446061,1,1
0.773695,0.594797,1,1
0.556944,0.806261,1,1
0.220692,0.958866,1,1
0.985592,-0.0682461,1,1
0.870404,0.475811,1,1
0.656056,0.749383,1,1
0.480343,0.877081,1,1
